cty,Name,Change_in_Poverty_Rate
cty42131,"Wyoming County, PA",-0.30336952
cty42063,"Indiana County, PA",-0.37222481
cty42055,"Franklin County, PA",-0.40102625
cty42085,"Mercer County, PA",-0.54450989
cty42083,"McKean County, PA",-0.58329964
cty41053,"Polk County, OR",-0.64063931
cty41061,"Union County, OR",-0.70423508
cty42129,"Westmoreland County, PA",-0.89715099
cty42039,"Crawford County, PA",-0.91525459
cty42013,"Blair County, PA",-0.92891788
cty41033,"Josephine County, OR",-0.95994377
cty41059,"Umatilla County, OR",-0.97748661
cty42067,"Juniata County, PA",-1.0007515
cty41019,"Douglas County, OR",-1.2027092
cty42005,"Armstrong County, PA",-1.2747211
cty42019,"Butler County, PA",-1.35357
cty41009,"Columbia County, OR",-1.3808908
cty41031,"Jefferson County, OR",-1.7305698
cty41007,"Clatsop County, OR",-1.7811565
cty42111,"Somerset County, PA",-1.8028822
cty42073,"Lawrence County, PA",-1.8701649
cty41017,"Deschutes County, OR",-2.0531378
cty42035,"Clinton County, PA",-2.085762
cty42051,"Fayette County, PA",-2.1273594
cty42125,"Washington County, PA",-2.3906622
cty42061,"Huntingdon County, PA",-2.5089884
cty40153,"Woodward County, OK",-2.8141851
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty42007,"Beaver County, PA",-2.5673113
cty41027,"Hood River County, OR",-4.4239302
cty41037,"Lake County, OR",
cty41045,"Malheur County, OR",-2.0807495
cty41063,"Wallowa County, OR",
cty42023,"Cameron County, PA",
cty45059,"Laurens County, SC",6.0670204
cty45009,"Bamberg County, SC",4.8995075
cty45073,"Oconee County, SC",4.7347136
cty45057,"Lancaster County, SC",4.2232313
cty45077,"Pickens County, SC",4.0651331
cty45023,"Chester County, SC",3.8158073
cty45007,"Anderson County, SC",3.4915419
cty45021,"Cherokee County, SC",3.4758101
cty45045,"Greenville County, SC",3.3098831
cty45087,"Union County, SC",3.2288094
cty44007,"Providence County, RI",2.8459215
cty45063,"Lexington County, SC",2.4283409
cty45083,"Spartanburg County, SC",2.287425
cty45003,"Aiken County, SC",2.122242
cty45091,"York County, SC",1.9699774
cty45037,"Edgefield County, SC",1.8578072
cty45055,"Kershaw County, SC",1.8449211
cty45033,"Dillon County, SC",1.6784306
cty45025,"Chesterfield County, SC",1.5865765
cty45047,"Greenwood County, SC",1.4979334
cty45089,"Williamsburg County, SC",0.80336189
cty45075,"Orangeburg County, SC",0.44124985
cty45015,"Berkeley County, SC",0.36244011
cty45071,"Newberry County, SC",0.3188715
cty44009,"Washington County, RI",0.18548775
cty45039,"Fairfield County, SC",0.11548233
cty45051,"Horry County, SC",-0.066514015
cty44005,"Newport County, RI",-0.16528606
cty45001,"Abbeville County, SC",
cty45005,"Allendale County, SC",
cty45079,"Richland County, SC",-0.020658493
cty45011,"Barnwell County, SC",-0.063262939
cty45035,"Dorchester County, SC",-0.37958908
cty45061,"Lee County, SC",-0.37965012
cty45031,"Darlington County, SC",-0.63894081
cty45043,"Georgetown County, SC",-0.98547554
cty45069,"Marlboro County, SC",-1.2912827
cty45085,"Sumter County, SC",-1.6077785
cty45019,"Charleston County, SC",-1.7705154
cty45029,"Colleton County, SC",-1.9307747
cty45013,"Beaufort County, SC",-3.1110468
cty46005,"Beadle County, SD",-3.1620588
cty45041,"Florence County, SC",-3.2853241
cty45067,"Marion County, SC",-4.5525665
cty45081,"Saluda County, SC",-5.090517
cty45053,"Jasper County, SC",-5.3537064
cty45017,"Calhoun County, SC",-5.8486061
cty45065,"McCormick County, SC",-6.0162373
cty45027,"Clarendon County, SC",-6.5083561
cty45049,"Hampton County, SC",-7.503931
cty46009,"Bon Homme County, SD",
cty47039,"Decatur County, TN",5.9076939
cty47037,"Davidson County, TN",2.601697
cty46093,"Meade County, SD",1.7850704
cty46099,"Minnehaha County, SD",1.3524961
cty46103,"Pennington County, SD",1.3462553
cty46081,"Lawrence County, SD",1.1802034
cty46029,"Codington County, SD",1.178091
cty46011,"Brookings County, SD",0.99648094
cty46079,"Lake County, SD",-0.27800369
cty46013,"Brown County, SD",-0.76204014
cty46019,"Butte County, SD",-1.0157394
cty46027,"Clay County, SD",-1.3528461
cty46065,"Hughes County, SD",-2.0014925
cty46121,"Todd County, SD",-2.9398842
cty46035,"Davison County, SD",-3.1979599
cty46023,"Charles Mix County, SD",-5.6472263
cty46033,"Custer County, SD",
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
cty46051,"Grant County, SD",
cty46067,"Hutchinson County, SD",
cty47017,"Carroll County, TN",4.8220367
cty47007,"Bledsoe County, TN",3.733202
cty47019,"Carter County, TN",3.3900051
cty47003,"Bedford County, TN",3.1795521
cty47011,"Bradley County, TN",1.1031904
cty47015,"Cannon County, TN",-0.045790672
cty47009,"Blount County, TN",-0.06533432
cty46083,"Lincoln County, SD",-2.3176851
cty46101,"Moody County, SD",
cty47001,"Anderson County, TN",1.8741903
cty47005,"Benton County, TN",0.89041138
cty46135,"Yankton County, SD",-2.685111
cty46109,"Roberts County, SD",-5.4767437
cty46113,,
cty46115,"Spink County, SD",
cty46123,"Tripp County, SD",
cty46125,"Turner County, SD",
cty47033,"Crockett County, TN",2.3765717
cty47031,"Coffee County, TN",1.381423
cty47021,"Cheatham County, TN",-0.72582817
cty47035,"Cumberland County, TN",-1.5549164
cty47041,"DeKalb County, TN",-1.6939144
cty47043,"Dickson County, TN",-1.809123
cty47029,"Cocke County, TN",-2.8877754
cty47013,"Campbell County, TN",-3.5284939
cty47023,"Chester County, TN",-3.5354013
cty47025,"Claiborne County, TN",-5.944376
cty46127,"Union County, SD",-8.188529
cty46129,"Walworth County, SD",
cty47027,"Clay County, TN",
cty47061,"Grundy County, TN",5.7620239
cty47141,"Putnam County, TN",5.1110001
cty47117,"Marshall County, TN",5.0378723
cty47087,"Jackson County, TN",3.8096771
cty47045,"Dyer County, TN",3.3796482
cty47111,"Macon County, TN",3.1131363
cty47053,"Gibson County, TN",3.0337582
cty47089,"Jefferson County, TN",2.7875252
cty47097,"Lauderdale County, TN",2.3515015
cty47059,"Greene County, TN",2.2800293
cty47063,"Hamblen County, TN",2.1272278
cty47133,"Overton County, TN",1.4514103
cty47129,"Morgan County, TN",1.363884
cty47099,"Lawrence County, TN",1.3038721
cty47147,"Robertson County, TN",1.2369423
cty47073,"Hawkins County, TN",1.1439648
cty47121,"Meigs County, TN",1.0595932
cty47071,"Hardin County, TN",1.0462933
cty47113,"Madison County, TN",1.000309
cty47101,"Lewis County, TN",0.92892456
cty47143,"Rhea County, TN",0.90887451
cty47065,"Hamilton County, TN",0.87934875
cty47125,"Montgomery County, TN",0.85138702
cty47077,"Henderson County, TN",0.71884632
cty47107,"McMinn County, TN",0.58836365
cty47093,"Knox County, TN",0.58231354
cty47109,"McNairy County, TN",0.30306816
cty47055,"Giles County, TN",0.13559151
cty47119,"Maury County, TN",0.011632919
cty47103,"Lincoln County, TN",-0.00055885315
cty47081,"Hickman County, TN",-0.28805161
cty47131,"Obion County, TN",-0.31238461
cty47105,"Loudon County, TN",-0.51104832
cty47051,"Franklin County, TN",-0.54882908
cty47123,"Monroe County, TN",-0.56480789
cty47139,"Polk County, TN",-0.80762291
cty47075,"Haywood County, TN",-1.0947704
cty47085,"Humphreys County, TN",-1.2621117
cty47145,"Roane County, TN",-1.9961586
cty47079,"Henry County, TN",-2.0399666
cty47057,"Grainger County, TN",-3.1547909
cty47115,"Marion County, TN",-3.5284319
cty47091,"Johnson County, TN",-3.8722534
cty47069,"Hardeman County, TN",-3.9766083
cty47049,"Fentress County, TN",-5.8501072
cty47047,"Fayette County, TN",-10.056803
cty47067,"Hancock County, TN",
cty47083,"Houston County, TN",
cty47095,"Lake County, TN",
cty47127,"Moore County, TN",
cty47135,"Perry County, TN",
cty48041,"Brazos County, TX",3.940073
cty47183,"Weakley County, TN",3.7403164
cty47163,"Sullivan County, TN",2.5456238
cty47185,"White County, TN",2.3517265
cty47177,"Warren County, TN",2.3005981
cty47161,"Stewart County, TN",1.8813667
cty48019,"Bandera County, TX",1.7173519
cty48003,"Andrews County, TX",1.6349316
cty47159,"Smith County, TN",1.5862169
cty48035,"Bosque County, TX",1.5581417
cty47149,"Rutherford County, TN",1.1090412
cty47157,"Shelby County, TN",1.0194569
cty47171,"Unicoi County, TN",0.61825943
cty48037,"Bowie County, TX",0.57282829
cty47165,"Sumner County, TN",0.48367596
cty48039,"Brazoria County, TX",0.24729443
cty48063,"Camp County, TX",0.20819473
cty47155,"Sevier County, TN",0.1842289
cty47179,"Washington County, TN",0.16963959
cty48005,"Angelina County, TX",-0.76557922
cty47187,"Williamson County, TN",-0.82383728
cty48027,"Bell County, TX",-1.0335064
cty48071,"Chambers County, TX",-1.4135094
cty48001,"Anderson County, TX",-1.5871925
cty47153,"Sequatchie County, TN",-1.6491528
cty47189,"Wilson County, TN",-1.6828017
cty47173,"Union County, TN",-1.9372463
cty47167,"Tipton County, TN",-2.4229794
cty47181,"Wayne County, TN",-2.5831203
cty48029,"Bexar County, TX",-2.8144646
cty48049,"Brown County, TX",-2.956337
cty47151,"Scott County, TN",-3.6215038
cty48021,"Bastrop County, TX",-4.4888859
cty48051,"Burleson County, TX",-4.7031403
cty48057,"Calhoun County, TX",-4.7721882
cty48053,"Burnet County, TX",-4.9865026
cty47169,"Trousdale County, TN",-5.3567467
cty47175,"Van Buren County, TN",
cty48007,"Aransas County, TX",-8.1469574
cty48009,"Archer County, TX",
cty48061,"Cameron County, TX",-3.9705276
cty48067,"Cass County, TX",-4.8924656
cty48025,"Bee County, TX",-7.2031479
cty48059,"Callahan County, TX",-8.0794964
cty48015,"Austin County, TX",-8.1541052
cty48043,"Brewster County, TX",-9.9597473
cty48013,"Atascosa County, TX",-10.358459
cty48017,"Bailey County, TX",
cty48047,"Brooks County, TX",
cty48055,"Caldwell County, TX",-11.517956
cty48069,"Castro County, TX",
cty48073,"Cherokee County, TX",-0.60908508
cty48075,"Childress County, TX",
cty48179,"Gray County, TX",4.3407936
cty48113,"Dallas County, TX",3.7783289
cty48099,"Coryell County, TX",3.4798622
cty48143,"Erath County, TX",0.74210739
cty48121,"Denton County, TX",-0.16582584
cty48141,"El Paso County, TX",-0.22206497
cty48181,"Grayson County, TX",-0.45728111
cty48183,"Gregg County, TX",-0.76716042
cty48157,"Fort Bend County, TX",-0.85441113
cty48139,"Ellis County, TX",-1.2703009
cty48133,"Eastland County, TX",-1.7718658
cty48077,"Clay County, TX",-2.5405512
cty48079,"Cochran County, TX",
cty48083,"Coleman County, TX",
cty48085,"Collin County, TX",0.63699818
cty48093,"Comanche County, TX",-0.85079002
cty48159,"Franklin County, TX",-1.8444214
cty48167,"Galveston County, TX",-2.4717255
cty48097,"Cooke County, TX",-2.7856684
cty48091,"Comal County, TX",-3.8786879
cty48189,"Hale County, TX",-4.8241901
cty48089,"Colorado County, TX",-5.7818756
cty48103,"Crane County, TX",
cty48107,"Crosby County, TX",
cty48111,"Dallam County, TX",
cty48201,"Harris County, TX",1.0567846
cty48199,"Hardin County, TX",-2.7549133
cty48147,"Fannin County, TX",-3.4236794
cty48135,"Ector County, TX",-3.5087395
cty48203,"Harrison County, TX",-3.6446838
cty48161,"Freestone County, TX",-3.9945974
cty48145,"Falls County, TX",-4.3972492
cty48171,"Gillespie County, TX",-7.2773328
cty48149,"Fayette County, TX",-7.4905939
cty48187,"Guadalupe County, TX",-7.7396669
cty48115,"Dawson County, TX",-8.6353817
cty48123,"DeWitt County, TX",-8.7127419
cty48131,"Duval County, TX",-9.1731853
cty48117,"Deaf Smith County, TX",-9.8747826
cty48127,"Dimmit County, TX",
cty48153,"Floyd County, TX",
cty48163,"Frio County, TX",
cty48177,"Gonzales County, TX",-9.1598644
cty48185,"Grimes County, TX",-9.3847256
cty48165,"Gaines County, TX",-11.237062
cty48169,"Garza County, TX",
cty48193,"Hamilton County, TX",
cty48195,"Hansford County, TX",
cty48197,"Hardeman County, TX",
cty48207,"Haskell County, TX",
cty48231,"Hunt County, TX",2.8130245
cty48221,"Hood County, TX",2.4120235
cty48225,"Houston County, TX",2.0455532
cty48233,"Hutchinson County, TX",1.8949347
cty48321,"Matagorda County, TX",1.1125832
cty48227,"Howard County, TX",0.31008339
cty48309,"McLennan County, TX",0.11300278
cty48303,"Lubbock County, TX",0.083288193
cty48251,"Johnson County, TX",-0.52510643
cty48213,"Henderson County, TX",-0.70807457
cty48339,"Montgomery County, TX",-1.1286058
cty48273,"Kleberg County, TX",-1.2811489
cty48265,"Kerr County, TX",-1.3944426
cty48245,"Jefferson County, TX",-1.4891186
cty48241,"Jasper County, TX",-1.6070766
cty48329,"Midland County, TX",-1.6281528
cty48289,"Leon County, TX",-1.9669781
cty48291,"Liberty County, TX",-2.3043861
cty48223,"Hopkins County, TX",-2.5757151
cty48281,"Lampasas County, TX",-2.6417885
cty48209,"Hays County, TX",-3.1216774
cty48277,"Lamar County, TX",-3.4797745
cty48219,"Hockley County, TX",-3.5328274
cty48217,"Hill County, TX",-5.4462566
cty48249,"Jim Wells County, TX",-5.4645576
cty48215,"Hidalgo County, TX",-5.868927
cty48237,"Jack County, TX",
cty48253,"Jones County, TX",-7.9304743
cty48239,"Jackson County, TX",-11.046696
cty48247,"Jim Hogg County, TX",
cty48255,"Karnes County, TX",
cty48257,"Kaufman County, TX",-3.7468033
cty48293,"Limestone County, TX",-3.8563919
cty48337,"Montague County, TX",-5.55861
cty48297,"Live Oak County, TX",-5.7929287
cty48331,"Milam County, TX",-5.9118538
cty48299,"Llano County, TX",-6.3320322
cty48325,"Medina County, TX",-7.7804794
cty48259,"Kendall County, TX",-9.5233021
cty48267,"Kimble County, TX",
cty48279,"Lamb County, TX",-9.5220318
cty48283,"La Salle County, TX",
cty48287,"Lee County, TX",-7.369729
cty48285,"Lavaca County, TX",-7.3767633
cty48305,"Lynn County, TX",
cty48307,"McCulloch County, TX",
cty48313,"Madison County, TX",-6.2389908
cty48315,"Marion County, TX",-11.131723
cty48323,"Maverick County, TX",
cty48335,"Mitchell County, TX",
cty48357,"Ochiltree County, TX",3.4920111
cty48399,"Runnels County, TX",2.1968956
cty48439,"Tarrant County, TX",2.1159973
cty48457,"Tyler County, TX",1.5168877
cty48373,"Polk County, TX",1.1146965
cty48381,"Randall County, TX",0.50541115
cty48349,"Navarro County, TX",0.35762787
cty48379,"Rains County, TX",-0.12638092
cty48341,"Moore County, TX",-0.35218143
cty48361,"Orange County, TX",-0.39029312
cty48375,"Potter County, TX",-0.69447708
cty48367,"Parker County, TX",-0.79739094
cty48453,"Travis County, TX",-0.80450916
cty48389,"Reeves County, TX",-0.87879562
cty48429,"Stephens County, TX",-0.99018669
cty48423,"Smith County, TX",-1.0118999
cty48451,"Tom Green County, TX",-1.0301495
cty48355,"Nueces County, TX",-1.0838337
cty48397,"Rockwall County, TX",-1.6416893
cty48353,"Nolan County, TX",-1.9918766
cty48469,"Victoria County, TX",-2.3817902
cty48347,"Nacogdoches County, TX",-2.5542431
cty48467,"Van Zandt County, TX",-2.6664076
cty48343,"Morris County, TX",-3.426136
cty48351,"Newton County, TX",
cty48463,"Uvalde County, TX",-3.348341
cty48445,"Terry County, TX",-3.5788174
cty48363,"Palo Pinto County, TX",-5.2305002
cty48369,"Parmer County, TX",-5.2305756
cty48365,"Panola County, TX",-6.1140528
cty48371,"Pecos County, TX",
cty48377,"Presidio County, TX",
cty48383,"Reagan County, TX",
cty48441,"Taylor County, TX",1.3698854
cty48419,"Shelby County, TX",0.28800774
cty48415,"Scurry County, TX",-2.4707479
cty48403,"Sabine County, TX",-3.216753
cty48459,"Upshur County, TX",-3.9907465
cty48449,"Titus County, TX",-3.9981089
cty48401,"Rusk County, TX",-6.7502909
cty48387,"Red River County, TX",-9.9841404
cty48391,"Refugio County, TX",
cty48395,"Robertson County, TX",-7.0567513
cty48405,"San Augustine County, TX",
cty48407,"San Jacinto County, TX",-2.966938
cty48409,"San Patricio County, TX",-10.439251
cty48411,"San Saba County, TX",
cty48427,"Starr County, TX",
cty48437,"Swisher County, TX",
cty48455,"Trinity County, TX",-5.2160263
cty48465,"Val Verde County, TX",
cty48487,"Wilbarger County, TX",5.9725304
cty49021,"Iron County, UT",2.9030895
cty48489,"Willacy County, TX",2.3441887
cty49019,"Grand County, UT",2.0855989
cty50007,"Chittenden County, VT",2.0191231
cty49005,"Cache County, UT",1.7477617
cty50001,"Addison County, VT",1.6974154
cty50023,"Washington County, VT",1.6733818
cty50021,"Rutland County, VT",1.647294
cty50015,"Lamoille County, VT",1.6021309
cty50005,"Caledonia County, VT",1.4396935
cty50025,"Windham County, VT",1.4084187
cty49003,"Box Elder County, UT",1.2285032
cty49057,"Weber County, UT",1.0875483
cty50011,"Franklin County, VT",0.75683975
cty50027,"Windsor County, VT",0.46794128
cty48505,"Zapata County, TX",0.40605545
cty49023,"Juab County, UT",0.23128891
cty49051,"Wasatch County, UT",-0.089267731
cty48471,"Walker County, TX",-0.20018196
cty50003,"Bennington County, VT",-0.21790695
cty49043,"Summit County, UT",-0.25801373
cty49035,"Salt Lake County, UT",-0.53999805
cty50017,"Orange County, VT",-0.86755085
cty49027,"Millard County, UT",-0.87125683
cty50019,"Orleans County, VT",-0.91751003
cty48477,"Washington County, TX",-1.0875053
cty48485,"Wichita County, TX",-1.1119366
cty49011,"Davis County, UT",-1.1177368
cty48473,"Waller County, TX",-1.5423775
cty49007,"Carbon County, UT",-1.853322
cty48503,"Young County, TX",-2.0665178
cty49049,"Utah County, UT",-2.298893
cty49039,"Sanpete County, UT",-2.76264
cty49053,"Washington County, UT",-3.5524559
cty48499,"Wood County, TX",-3.6851387
cty42031,"Clarion County, PA",-3.8682108
cty48491,"Williamson County, TX",-3.9013476
cty42059,"Greene County, PA",-4.2073441
cty48481,"Wharton County, TX",-4.6638088
cty49041,"Sevier County, UT",-5.1142473
cty48497,"Wise County, TX",-5.2578373
cty49045,"Tooele County, UT",-5.5363913
cty48475,"Ward County, TX",-5.8015785
cty39075,"Holmes County, OH",-6.285327
cty49037,"San Juan County, UT",-7.6834927
cty48479,"Webb County, TX",-8.241972
cty48493,"Wilson County, TX",-11.287668
cty48495,"Winkler County, TX",
cty48501,"Yoakum County, TX",
cty48507,"Zavala County, TX",
cty49047,"Uintah County, UT",-8.2736273
cty49013,"Duchesne County, UT",-8.3931189
cty49025,"Kane County, UT",
cty51009,"Amherst County, VA",3.7294159
cty51071,"Giles County, VA",3.5954771
cty51087,"Henrico County, VA",3.351757
cty51007,"Amelia County, VA",3.0789652
cty51035,"Carroll County, VA",2.5601139
cty51069,"Frederick County, VA",1.9359837
cty51111,"Lunenburg County, VA",1.7630196
cty51073,"Gloucester County, VA",1.5634003
cty51067,"Franklin County, VA",1.5606403
cty51041,"Chesterfield County, VA",1.5603266
cty51031,"Campbell County, VA",1.3512249
cty51121,"Montgomery County, VA",1.2749634
cty51077,"Grayson County, VA",1.1282358
cty51063,"Floyd County, VA",1.0329189
cty51023,"Botetourt County, VA",0.78759909
cty51075,"Goochland County, VA",0.63922405
cty51117,"Mecklenburg County, VA",0.55797768
cty51061,"Fauquier County, VA",0.53573942
cty51003,"Albemarle County, VA",0.39797449
cty51099,"King George County, VA",0.39226866
cty51085,"Hanover County, VA",0.3397336
cty51053,"Dinwiddie County, VA",0.14659977
cty51013,"Arlington County, VA",0.032655239
cty51027,"Buchanan County, VA",-0.026664734
cty51107,"Loudoun County, VA",-0.23926663
cty51109,"Louisa County, VA",-0.33240223
cty51095,"James City County, VA",-0.41527605
cty51065,"Fluvanna County, VA",-0.68107033
cty51049,"Cumberland County, VA",-1.0386219
cty51029,"Buckingham County, VA",-1.7475777
cty51001,"Accomack County, VA",-3.2896938
cty51005,"Alleghany County, VA",
cty51011,"Appomattox County, VA",-0.85096264
cty51015,"Augusta County, VA",
cty51019,"Bedford County, VA",
cty51113,"Madison County, VA",-0.49396706
cty51081,"Greensville County, VA",-1.5086536
cty51101,"King William County, VA",-1.7276893
cty51047,"Culpeper County, VA",-1.927063
cty51043,"Clarke County, VA",-3.0377669
cty51093,"Isle of Wight County, VA",-3.6776257
cty51033,"Caroline County, VA",-3.8389568
cty51079,"Greene County, VA",-4.8905611
cty51105,"Lee County, VA",-6.0100327
cty51051,"Dickenson County, VA",-6.8498783
cty51025,"Brunswick County, VA",-6.8738232
cty51036,"Charles City County, VA",
cty51059,"Fairfax County, VA",
cty51083,"Halifax County, VA",
cty51089,"Henry County, VA",
cty51119,"Middlesex County, VA",
cty51515,,4.8844452
cty51590,"Danville city, VA",4.6801815
cty51680,"Lynchburg city, VA",4.5493507
cty51540,"Charlottesville city, VA",3.9376202
cty51187,"Warren County, VA",3.5557895
cty51143,"Pittsylvania County, VA",2.7915602
cty51630,"Fredericksburg city, VA",2.677577
cty51177,"Spotsylvania County, VA",2.2334991
cty51650,"Hampton city, VA",2.0784292
cty51165,"Rockingham County, VA",2.009779
cty51155,"Pulaski County, VA",2.0066185
cty51520,"Bristol city, VA",1.4159927
cty51137,"Orange County, VA",1.3543382
cty51139,"Page County, VA",1.1999331
cty51161,"Roanoke County, VA",1.1583619
cty51173,"Smyth County, VA",0.93184662
cty51149,"Prince George County, VA",0.82223892
cty51570,"Colonial Heights city, VA",0.71409702
cty51179,"Stafford County, VA",0.11284924
cty51510,"Alexandria city, VA",0.052634239
cty51141,"Patrick County, VA",-0.028328896
cty51135,"Nottoway County, VA",-0.039432526
cty51127,"New Kent County, VA",-0.11777973
cty51193,"Westmoreland County, VA",-0.55427074
cty51195,"Wise County, VA",-0.73282814
cty51169,"Scott County, VA",-0.73722839
cty51191,"Washington County, VA",-1.1189899
cty51125,"Nelson County, VA",-1.2891827
cty51145,"Powhatan County, VA",-1.4492559
cty51163,"Rockbridge County, VA",-1.9942293
cty51183,"Sussex County, VA",-2.2943687
cty51197,"Wythe County, VA",-2.4345589
cty51171,"Shenandoah County, VA",-2.5415459
cty51550,"Chesapeake city, VA",-2.6597815
cty51185,"Tazewell County, VA",-3.0769157
cty51167,"Russell County, VA",-4.5762272
cty51147,"Prince Edward County, VA",-5.3573761
cty51131,"Northampton County, VA",-7.6706181
cty51153,"Prince William County, VA",
cty51159,"Richmond County, VA",
cty51175,"Southampton County, VA",
cty51181,"Surry County, VA",
cty51199,"York County, VA",
cty51530,"Buena Vista city, VA",
cty51580,"Covington city, VA",
cty51595,"Emporia city, VA",
cty51600,"Fairfax city, VA",
cty51620,"Franklin city, VA",
cty51640,"Galax city, VA",
cty51660,"Harrisonburg city, VA",
cty51670,"Hopewell city, VA",
cty51683,"Manassas city, VA",
cty51685,"Manassas Park city, VA",
cty51690,"Martinsville city, VA",5.1653423
cty51700,"Newport News city, VA",
cty53075,"Whitman County, WA",4.9323616
cty53001,"Adams County, WA",3.7057667
cty51840,"Winchester city, VA",3.2881174
cty53073,"Whatcom County, WA",3.1154013
cty53039,"Klickitat County, WA",2.8282661
cty53071,"Walla Walla County, WA",2.7724876
cty51775,"Salem city, VA",2.6504207
cty53037,"Kittitas County, WA",2.552084
cty53015,"Cowlitz County, WA",2.5094776
cty51770,"Roanoke city, VA",2.4935112
cty53055,"San Juan County, WA",2.1341023
cty53017,"Douglas County, WA",2.0490723
cty51790,"Staunton city, VA",2.0340443
cty53045,"Mason County, WA",1.9471102
cty51735,"Poquoson city, VA",1.8347976
cty53033,"King County, WA",1.6917715
cty53061,"Snohomish County, WA",1.6028247
cty53009,"Clallam County, WA",1.5399647
cty53005,"Benton County, WA",1.3194189
cty51760,"Richmond city, VA",1.2560272
cty53011,"Clark County, WA",1.148221
cty51810,"Virginia Beach city, VA",1.0365705
cty53057,"Skagit County, WA",0.88332367
cty51750,"Radford city, VA",0.76832199
cty53029,"Island County, WA",0.42206192
cty53063,"Spokane County, WA",0.17432308
cty53053,"Pierce County, WA",0.14962482
cty53067,"Thurston County, WA",-0.069705009
cty53027,"Grays Harbor County, WA",-0.43375587
cty51830,"Williamsburg city, VA",-0.49374008
cty53035,"Kitsap County, WA",-0.52145958
cty53025,"Grant County, WA",-0.62780571
cty53031,"Jefferson County, WA",-0.63020134
cty53049,"Pacific County, WA",-0.70546913
cty53041,"Lewis County, WA",-0.97994709
cty53051,"Pend Oreille County, WA",-1.1340523
cty53059,"Skamania County, WA",-1.6163607
cty53047,"Okanogan County, WA",-1.9350929
cty53065,"Stevens County, WA",-2.1214151
cty51710,"Norfolk city, VA",-2.3574371
cty53021,"Franklin County, WA",-2.5057106
cty51740,"Portsmouth city, VA",-2.5181541
cty51730,"Petersburg city, VA",-2.5402355
cty53007,"Chelan County, WA",-3.3970327
cty53003,"Asotin County, WA",-4.0266132
cty51800,"Suffolk city, VA",-6.5552998
cty51820,"Waynesboro city, VA",
cty54065,"Morgan County, WV",4.7957277
cty54055,"Mercer County, WV",3.3234367
cty54029,"Hancock County, WV",2.1638699
cty54011,"Cabell County, WV",1.9135532
cty54051,"Marshall County, WV",1.5929871
cty54033,"Harrison County, WV",1.472723
cty54061,"Monongalia County, WV",0.8581562
cty53077,"Yakima County, WA",0.61990547
cty54069,"Ohio County, WV",0.48846912
cty54025,"Greenbrier County, WV",0.21709824
cty54023,"Grant County, WV",-0.20353985
cty54057,"Mineral County, WV",-0.2863903
cty54039,"Kanawha County, WV",-0.64711571
cty54079,"Putnam County, WV",-0.86650467
cty54031,"Hardy County, WV",-1.2854071
cty54049,"Marion County, WV",-1.511301
cty54097,"Upshur County, WV",-1.5804386
cty54099,"Wayne County, WV",-1.6610813
cty54041,"Lewis County, WV",-1.9245968
cty54089,"Summers County, WV",-2.0883064
cty54053,"Mason County, WV",-2.1582375
cty54009,"Brooke County, WV",-2.173233
cty54027,"Hampshire County, WV",-2.2437143
cty54081,"Raleigh County, WV",-2.2469616
cty54003,"Berkeley County, WV",-2.2714138
cty54087,"Roane County, WV",-2.3318348
cty54047,"McDowell County, WV",-3.7486534
cty54019,"Fayette County, WV",-3.7738609
cty54007,"Braxton County, WV",-5.3051071
cty54001,"Barbour County, WV",-6.6938667
cty54005,"Boone County, WV",-7.8752861
cty54013,"Calhoun County, WV",
cty54015,"Clay County, WV",
cty54017,"Doddridge County, WV",
cty54021,"Gilmer County, WV",
cty54037,"Jefferson County, WV",-2.9706397
cty54077,"Preston County, WV",-3.8573484
cty54035,"Jackson County, WV",-4.2049742
cty54083,"Randolph County, WV",-4.5659409
cty54045,"Logan County, WV",-4.5803185
cty54067,"Nicholas County, WV",-5.8785381
cty54043,"Lincoln County, WV",-7.261343
cty54059,"Mingo County, WV",-8.7054729
cty54063,"Monroe County, WV",-9.4112959
cty54071,"Pendleton County, WV",
cty54073,"Pleasants County, WV",
cty54075,"Pocahontas County, WV",
cty54085,"Ritchie County, WV",
cty54091,"Taylor County, WV",-9.4702873
cty54093,"Tucker County, WV",
cty54095,"Tyler County, WV",
cty54101,"Webster County, WV",
cty54103,"Wetzel County, WV",-2.6545563
cty54105,"Wirt County, WV",
cty54107,"Wood County, WV",4.2065649
cty55079,"Milwaukee County, WI",2.1050148
cty55089,"Ozaukee County, WI",1.9046855
cty55025,"Dane County, WI",1.7638454
cty55003,"Ashland County, WI",1.7263584
cty55013,"Burnett County, WI",1.6453257
cty55087,"Outagamie County, WI",1.591773
cty55075,"Marinette County, WI",1.2191143
cty55063,"La Crosse County, WI",1.1526232
cty55009,"Brown County, WI",1.1131687
cty55039,"Fond du Lac County, WI",1.09096
cty55045,"Green County, WI",0.96585751
cty55059,"Kenosha County, WI",0.93152523
cty55027,"Dodge County, WI",0.81558704
cty55015,"Calumet County, WI",0.81543684
cty55055,"Jefferson County, WI",0.74107885
cty55021,"Columbia County, WI",0.30056858
cty55071,"Manitowoc County, WI",0.2150135
cty55069,"Lincoln County, WI",0.019639015
cty55073,"Marathon County, WI",-0.0028204918
cty55085,"Oneida County, WI",-0.11135674
